select count(account),server from notes where api_name ='cancel_bind' and ip = 'localhost' and date(created_at) = '2014-03-31' group by server;


+-------------+--------------------+
| computer_id | tt                 |
|        2444 | 1.8975187397623956 |
|        1882 |  1.895911296212204 |
|        1835 |  1.893090130213558 |
|        1972 |  1.892465887737209 |
|        2425 | 1.8888562475385513 |
|        2422 | 1.8887465156261323 |
|        2178 | 1.8886549304485918 |
|        2063 | 1.8878627530630097 |
|        2486 | 1.8859085680712013 |
|        2377 | 1.8842016846648317 |
|        2119 | 1.8810725409067979 |
|        2212 | 1.8784993539441943 |
|        1750 | 1.8769284068680898 |
|        1831 | 1.8751660662453462 |
|        2017 |  1.873262657479568 |
|        2399 | 1.8659397198408219 |
|        1440 | 1.8656977066665759 |
|        2346 |  1.861218295132179 |
|        1239 |   1.86042251465229 |
|        2223 | 1.8589422727935654 |
|        2108 | 1.8578044757134877 |
|        1821 | 1.8575058016603547 |
|        2120 | 1.8565730600904162 |
|        2173 | 1.8561723101347134 |
|        1987 | 1.8537986738142394 |
|        2440 | 1.8497046637195875 |
|        1794 | 1.8496111838079967 |
|        2392 | 1.8469564219900152 |
|        2180 | 1.8467628432861212 |
|        2056 | 1.8466379151946861 |
|        2393 | 1.8444290098779497 |
|        1776 | 1.8441669260247353 |
|        2092 |  1.843842156989071 |
|        2436 | 1.8437222487252896 |
|        1311 | 1.8427174582032764 |
|        1797 | 1.8399212479444038 |
|        2216 | 1.8373557841968904 |
|        2060 | 1.8368963105606382 |
|        2338 | 1.8367705289862228 |
|        2273 | 1.8359128822161386 |
|        1558 | 1.8349390238132561 |
|        1736 |  1.831121852726816 |
|        1775 | 1.8296359441499257 |
|        2125 | 1.8295339136496893 |
|        2114 | 1.8292007096407978 |
|        1795 |  1.825072415613573 |
|        1816 | 1.8225012002583934 |
|        2269 | 1.8205134530357958 |
|        2358 |  1.816055286858947 |
|        1829 | 1.8126862979096023 |
|        2323 | 1.8113974151151697 |
|        2182 | 1.8110920403280057 |
|        2071 |  1.810869417783673 |
|        1974 |  1.808005894338992 |
|        2159 |  1.807262177745689 |
|        2423 | 1.8060666567687649 |
|        2400 |  1.804059317443661 |
|        2187 |  1.801572608700823 |
|        2473 | 1.8010165535227756 |
|        2424 | 1.7994504638396818 |
|        2396 | 1.7993135110515044 |
|        1889 | 1.7989674628739085 |
|        1455 | 1.7987469592216703 |
|        2471 |   1.79824893824581 |
|        2234 | 1.7965115697877518 |
|        1893 | 1.7948435380812036 |
|        2409 |  1.794473867443362 |
|        1823 | 1.7936934214835396 |
|        2434 | 1.7911772696332697 |
|        1822 | 1.7895005502557126 |
|        2433 | 1.7892167035132411 |
|        1238 | 1.7891830449195227 |
|        2442 | 1.7888607614792271 |
|        1714 |  1.788751315462296 |
|        2265 | 1.7876472792315088 |
|        2164 |  1.787487455631703 |
|        2316 | 1.7872273741605933 |
|        2390 |  1.785924216982306 |
|        2405 | 1.7859189503907076 |
|        1738 | 1.7856301223635234 |
|        1818 | 1.7854166281450505 |
|        2281 |  1.782316695590854 |
|        2267 |  1.778804486310877 |
|        2448 | 1.7786696533369146 |
|        2287 |  1.777293209977739 |
|        2419 | 1.7764001196831576 |
|        2428 | 1.7760586159714373 |
|        2112 | 1.7744061965627504 |
|        1907 | 1.7733828102979814 |
|        2123 |  1.772767090367574 |
|        2492 | 1.7670664084360412 |
|        1846 | 1.7657843202385346 |
|        2327 | 1.7640644110252102 |
|        1804 | 1.7628947021675017 |
|        2270 | 1.7608817699624872 |
|        2445 | 1.7582386732022786 |
|        2233 | 1.7544361278486322 |
|        1844 | 1.7543322870778484 |
|        1781 | 1.7521283658196551 |
|        2174 | 1.7514858241394091 |
|        2330 | 1.7470893939198422 |
|        1772 | 1.7456428960446102 |
|        2361 |  1.744508098228424 |
|        1774 | 1.7438210283601805 |
|        2124 | 1.7425434995602973 |
|        2483 | 1.7390167678125084 |
|        2111 | 1.7389766549908672 |
|        2232 | 1.7377466150895913 |
|        1777 | 1.7364614642750216 |
|        2350 | 1.7352309138589022 |
|        2170 | 1.7331597544056014 |
|        2051 |  1.733099929606051 |
|        2497 | 1.7283278291047952 |
|        2211 | 1.7276449963966314 |
|        2227 | 1.7256857030300419 |
|        1887 | 1.7228953615682803 |
|        2113 | 1.7202928462096783 |
|        1845 | 1.7201538578332494 |
|        2416 | 1.7197535430314714 |
|        1811 | 1.7186992343998897 |
|        1723 | 1.7174499818293034 |
|        2117 | 1.7167295326188685 |
|        2352 | 1.7159624334955244 |
|        2073 | 1.7141167439538523 |
|        2349 | 1.7109671900616976 |
|        1918 | 1.7106957484565357 |
|        1789 | 1.7101302072425315 |
|        2226 | 1.7093001519173892 |
|        1724 | 1.7056471993489257 |
|        2228 | 1.7052865887840187 |
|        1817 | 1.7050168222197877 |
|        1801 |  1.703897866802636 |
|        1769 | 1.6968096989899657 |
|        1786 | 1.6963759325538106 |
|        1439 | 1.6951743871483214 |
|        2023 | 1.6946155154886045 |
|        2059 | 1.6943269459402968 |
|        2183 | 1.6942489384005843 |
|        2118 | 1.6923274137537558 |
|        1796 | 1.6917952880142408 |
|        1778 | 1.6901175405062552 |
|        2062 | 1.6887231487034793 |
|        2213 | 1.6883459770357718 |
|        2266 | 1.6878222741236997 |
|        2272 |  1.682990602222626 |
|        1820 | 1.6759174548570686 |
|        1773 | 1.6755876956023767 |
|        1784 | 1.6746244455007127 |
|        2026 | 1.6727190488612795 |
|        2210 | 1.6715725231537433 |
|        2449 | 1.6710298431302513 |
|        1740 |  1.670967785319935 |
|        1847 | 1.6708778162643978 |
|        2176 | 1.6705564922967764 |
|        2288 | 1.6700026814149718 |
|        2031 | 1.6699861130499125 |
|        1805 | 1.6678337867246924 |
|        1808 | 1.6673777828070515 |
|        1995 | 1.6661516975820618 |
|        1975 | 1.6648745905864863 |
|        1749 | 1.6645904679073578 |
|        1809 | 1.6630576176393448 |
|        2220 | 1.6610825457914553 |
|        2219 | 1.6610384053520846 |
|        1753 | 1.6601658631874692 |
|        2506 | 1.6586123667757295 |
|        1857 |  1.658285807657892 |
|        2068 | 1.6556252747421358 |
|        1780 | 1.6518911707940935 |
|        1766 | 1.6510891885114718 |
|         893 |  1.650953376490117 |
|        1843 | 1.6505231458454914 |
|        2438 | 1.6494056238722612 |
|        2009 | 1.6492293989085927 |
|        1841 | 1.6486617714343088 |
|        1819 |  1.647447733016801 |
|        1840 | 1.6471803750733007 |
|        2185 | 1.6469040791291036 |
|        2077 |  1.643989512095966 |
|        2215 | 1.6407464445740547 |
|        1836 |  1.636235770443716 |
|        1971 | 1.6358184786463945 |
|        2231 | 1.6353497524846645 |
|        2076 | 1.6351199160222998 |
|        1919 |  1.628371973659783 |
|        1107 |  1.625726319353347 |
|        1757 | 1.6219485934915159 |
|        2294 | 1.6202734235224532 |
|        1922 | 1.6200246110533918 |
|        1215 |  1.619142338428668 |
|        2290 | 1.6175332690257838 |
|        1791 |  1.613919221666296 |
|        2175 | 1.6127982488970405 |
|        2097 |   1.61278896853201 |
|        1779 | 1.6120019521180435 |
|        2150 | 1.6119602132388944 |
|        2033 |  1.611666928048251 |
|        2171 | 1.6065826346723429 |
|        2186 | 1.6057937891388483 |
|        2404 |   1.60572578174739 |
|        2069 | 1.6057038781984354 |
|        1785 |  1.605374055619545 |
|        1984 | 1.6047112236277015 |
|        1826 | 1.6041593824632732 |
|        2341 | 1.6031204632175342 |
|        1994 | 1.6021527923367613 |
|        2329 | 1.5985577262614585 |
|        1456 | 1.5975968539385808 |
|        1089 |  1.595889131075697 |
|        2121 | 1.5951246587689585 |
|        2268 | 1.5935456521893785 |
|        1715 | 1.5907352141291942 |
|        2160 | 1.5874418984657066 |
|        2225 |  1.587171646162149 |
|        1733 | 1.5871104894819181 |
|        1741 | 1.5856692581688225 |
|        1905 | 1.5854710046291949 |
|        2161 | 1.5848729679778044 |
|        1770 | 1.5844161349263375 |
|        2158 | 1.5819924931476153 |
|        2230 | 1.5811241523843556 |
|        1837 | 1.5734076954939855 |
|        2168 | 1.5722276059068496 |
|        1792 | 1.5694694179607567 |
|        1883 | 1.5672889337725227 |
|        2257 | 1.5641729103272581 |
|        2278 |  1.562844180984901 |
|        2340 | 1.5614085579057317 |
|        1890 | 1.5612133867897005 |
|        1830 | 1.5602971908385763 |
|        1834 | 1.5601883717914458 |
|        1833 |  1.557760284520658 |
|        1216 |  1.556982075762444 |
|        1771 | 1.5559779111160135 |
|        2466 | 1.5553462298454077 |
|        1798 | 1.5553413736582689 |
|        1414 | 1.5524188744092058 |
|        1842 | 1.5487292126825405 |
|        1991 | 1.5481692551230666 |
|        2224 | 1.5420544978184918 |
|        1788 | 1.5412743551575847 |
|        1807 | 1.5379724125731093 |
|        2491 | 1.5366035128322035 |
|        1980 | 1.5359526051927637 |
|        1985 | 1.5354788937125399 |
|        2353 | 1.5349720183699722 |
|        2089 | 1.5325050453117184 |
|        1803 |  1.531558937666936 |
|        2107 | 1.5238530593136228 |
|        2151 | 1.5205688548280127 |
|        2091 | 1.5196024855907668 |
|        1824 | 1.5188356240059662 |
|        1755 |  1.518320993818925 |
|        1921 | 1.5157822227720488 |
|        2086 |  1.513547542090125 |
|        2351 | 1.5093856855903838 |
|        2019 | 1.5071027877136525 |
|        2410 | 1.4999732500460037 |
|        2022 | 1.4993796126808066 |
|        2163 | 1.4992326980527477 |
|        1810 | 1.4970080451232135 |
|        2348 | 1.4952469065917597 |
|        1730 |  1.495037209549517 |
|        1564 | 1.4941008707872852 |
|        2345 | 1.4925254953631775 |
|        1790 | 1.4900374026192025 |
|        2331 | 1.4865214342285633 |
|        2293 | 1.4861409678391089 |
|        2052 | 1.4861148191431264 |
|        2087 | 1.4860691541393465 |
|        2165 | 1.4806499194262979 |
|        2284 | 1.4805149408731944 |
|        2055 | 1.4765655632701469 |
|        1734 | 1.4751973017202635 |
|        1763 | 1.4747589258899694 |
|        2096 | 1.4739833431705505 |
|        2292 | 1.4731435471367782 |
|        2148 | 1.4627481992563667 |
|        1993 | 1.4619743561973684 |
|        1856 | 1.4606229849954535 |
|        2484 |   1.46048736498191 |
|        1981 | 1.4550997484553037 |
|        1990 |  1.453440502941254 |
|        1812 |  1.451393871698085 |
|        1756 | 1.4497443524197613 |
|        2083 | 1.4483908099781189 |
|        2343 | 1.4481998233204423 |
|        1241 | 1.4476294643804952 |
|        1728 |    1.4456248727759 |
|        2149 | 1.4438873692975438 |
|        2024 | 1.4422420268890952 |
|        2229 | 1.4412021571625468 |
|        2088 | 1.4403792944053702 |
|        2028 | 1.4345488507602546 |
|        1747 | 1.4316671590553098 |
|        2153 | 1.4309382274515117 |
|        1787 | 1.4285100137786324 |
|        2179 | 1.4190606908178305 |
|        2094 | 1.4174576278541735 |
|        2050 | 1.4169480856225618 |
|        2156 | 1.4165723753620152 |
|        2181 | 1.4151958176069332 |
|        2099 | 1.4138247254209966 |
|        2016 | 1.4128283883688815 |
|        2264 | 1.4093574445820893 |
|        2085 | 1.4091239520268979 |
|        2209 | 1.4068910132987869 |
|        1737 | 1.4051466023727548 |
|        2027 | 1.4045439320816793 |
|        1992 | 1.4035010954882052 |
|        1839 | 1.4026352053183693 |
|        2347 | 1.3994369097120118 |
|        1748 | 1.3992664576658305 |
|        1783 |  1.398986034244105 |
|        2048 | 1.3980347931027939 |
|        1898 | 1.3955762442253101 |
|        1754 | 1.3916453957352612 |
|        2101 | 1.3898357100660614 |
|        1855 | 1.3843513009292485 |
|        1720 | 1.3830675405761814 |
|        1751 | 1.3818202231437131 |
|        2116 | 1.3797998329247236 |
|        2259 | 1.3771814560705984 |
|        2043 |  1.376065993434229 |
|        2102 |   1.37421784200382 |
|        1563 | 1.3728503526702949 |
|        2090 | 1.3649689020995908 |
|        2328 |  1.364496933586779 |
|        2177 | 1.3581646432306238 |
|        2162 | 1.3463871050518097 |
|        2485 | 1.3455266310789806 |
|        1813 | 1.3448991886986037 |
|        1764 |  1.343543458287852 |
|        2289 | 1.3433630800036132 |
|        2295 | 1.3418243818679139 |
|        2098 | 1.3391067658381577 |
|        1912 |  1.338091437422738 |
|        2221 | 1.3379990066860747 |
|        1828 |  1.337355817225261 |
|        2184 | 1.3290609385978336 |
|        2100 |  1.318806425783076 |
|        2061 | 1.3154637681336712 |
|        2049 | 1.3153448986095266 |
|        1802 | 1.3139637811138831 |
|        2040 | 1.3134718302196433 |
|        1752 | 1.3126524452240822 |
|        2154 | 1.3099305268207186 |
|        1989 | 1.3092022811887807 |
|        2021 | 1.3065746561927616 |
|        2047 |  1.305513060606623 |
|        1765 | 1.3034279861415423 |
|        2499 |  1.303081131369728 |
|        2166 | 1.2935500035076954 |
|        1758 |  1.290976463496856 |
|        1760 | 1.2842758049871936 |
|        1744 | 1.2782195436066663 |
|        1767 | 1.2746306977675614 |
|        1194 | 1.2682281929696024 |
|        1854 |  1.265718667080628 |
|        2291 | 1.2544508323755097 |
|        2167 | 1.2483502126100814 |
|        2082 | 1.2453702205439823 |
|        2283 | 1.2396749310903186 |
|        2496 | 1.2244907090703485 |
|        2373 | 1.2154490042454427 |
|        2080 | 1.2060913969007694 |
|        2044 | 1.2054474316863497 |
|        2155 | 1.2053146058601716 |
|        2481 | 1.2042877294701715 |
|        2042 | 1.2033456328205494 |
|        2495 |  1.202975383848377 |
|        2041 | 1.2027952751885354 |
|        2070 | 1.2022107636661528 |
|        2078 | 1.2015438862477343 |
|        2095 |  1.199169008726236 |
|        2079 | 1.1988823924276797 |
|        2081 |  1.198805320585267 |
|        2152 | 1.1987491071972922 |
|        2039 | 1.1985877580363369 |
|        2157 |  1.198386574915386 |
|        1762 | 1.1963788728338445 |
|        2339 |  1.194567427453518 |
|        2032 | 1.1898352014125517 |
|        1722 | 1.1884658338930858 |
|        2074 |  1.186806888815611 |
|        2494 |  1.182809033237466 |
|        1745 | 1.1817563733483054 |
|        2046 | 1.1808761276663102 |
|        2126 | 1.1678439204666904 |
|        2285 | 1.1509721348420665 |
|        2487 |  1.097564344161743 |
|        1605 |  1.032105761581611 |
|        1800 | 1.0024510707119727 |
|        2058 | 1.0023600026457258 |
|         850 | 0.9903302753805828 |
|        2337 | 0.9879857388802921 |
|        2202 |  0.987866487956299 |
|        2503 | 0.9878288907980293 |
|        2198 | 0.9843161330857919 |
|        2304 | 0.9840486343701008 |
|        2201 |  0.982757288184054 |
|        2199 | 0.9812905896709404 |
|        1108 | 0.9809676331910944 |
|        2200 | 0.9808296664361545 |
|        2303 | 0.9803984068960064 |
|        2336 | 0.9793930615219121 |
|        2196 | 0.9793260699219755 |
|        2475 | 0.9784289772865399 |
|        2064 | 0.9767359471686697 |
|        2301 | 0.9755112420968175 |
|        2203 | 0.9749813681753248 |
|        2246 | 0.9740777399521574 |
|        2250 | 0.9732731723035322 |
|        2204 |  0.972813085286964 |
|        2075 | 0.9638889988442737 |
|        1114 | 0.9629103352139957 |
|        1104 | 0.9594295405441762 |
|        1040 | 0.9561181746178865 |
|        2311 | 0.9558384308509391 |
|        2457 | 0.9545755221244301 |
|        2065 | 0.9530374768228805 |
|        2247 | 0.9497661149763973 |
|        2053 | 0.9497655423223645 |
|        1043 | 0.9495526176215818 |
|        2244 | 0.9451091535774003 |
|        2454 | 0.9448824421413414 |
|        2245 | 0.9439178567211147 |
|         865 | 0.9431353426075768 |
|        2248 | 0.9421595231688984 |
|         981 | 0.9391584802009091 |
|        2480 | 0.9372301860350567 |
|        2254 |  0.935598463468456 |
|        2453 | 0.9355872482323361 |
|         875 |  0.934901724643085 |
|        2240 | 0.9339608842979111 |
|        1983 | 0.9316463413025811 |
|         866 | 0.9313569049993218 |
|        2252 | 0.9236676651556169 |
|        1647 | 0.9196865261947366 |
|        2465 | 0.9153307169656357 |
|        1172 | 0.9122751741616492 |
|        2476 | 0.9075787163907545 |
|        2507 | 0.9027277972454946 |
|        1650 | 0.9023796412823515 |
|        2488 | 0.8996406229119909 |
|        2505 | 0.8911612352082945 |
|        2172 | 0.8898564210980768 |
|        2242 | 0.8895868528671764 |
|        1332 | 0.8881530170545553 |
|        2255 | 0.8854779008581056 |
|        2452 | 0.8833554937194663 |
|        2251 | 0.8832320572688062 |
|        2307 | 0.8786266321432319 |
|        2238 | 0.8717413277001239 |
|        2458 | 0.8704255905781111 |
|        2479 | 0.8645910184465101 |
|        1978 | 0.8630061522993688 |
|         872 | 0.8587467855334812 |
|        1105 | 0.8571394794615882 |
|        2241 | 0.8569146302121967 |
|        1917 | 0.8560591314215119 |
|        2239 | 0.8560135926609236 |
|        1159 |  0.855050208289487 |
|        2477 | 0.8491712080033453 |
|        2237 |  0.843482678393316 |
|        1240 | 0.8403417839884257 |
|        1032 | 0.8382628921869058 |
|        2456 |  0.835574227803442 |
|        1192 |  0.828457014505036 |
|         856 |  0.826410400405842 |
|        2236 | 0.8246131600760213 |
|        2450 | 0.8216752697422662 |
|        2354 |  0.818488441871008 |
|        2038 | 0.8162347138852097 |
|        1815 | 0.8154369814743936 |
|        2018 | 0.8087512344583405 |
|        2459 | 0.8036413506362459 |
|        2461 | 0.8017012804175041 |
|        2253 | 0.8007673152262582 |
|        2490 | 0.7961978512697576 |
|        1642 | 0.7929872211102691 |
|        2222 | 0.7928021715257083 |
|        2066 | 0.7920491006664718 |
|        2437 | 0.7817865557569913 |
|        1038 | 0.7781883759982147 |
|         892 | 0.7761183195648786 |
|        2502 | 0.7711354366582683 |
|        2057 | 0.7598749558548181 |
|        2306 | 0.7574946700331122 |
|        2308 | 0.7520445391485907 |
|        2243 | 0.7500493920965543 |
|        2025 | 0.7357806177942988 |
|        2451 | 0.7267604083331384 |
|        2478 |  0.723339842384563 |
|        2300 |  0.721828446940959 |
|        1174 | 0.6924616650996702 |
|        1648 | 0.6885020558205174 |
|        2104 | 0.6573173730102551 |
|        2342 | 0.6479748648911205 |
|        2504 | 0.6479736613690753 |
|         957 | 0.6315336528949185 |
|        1641 | 0.6038337614702927 |
|        1672 | 0.6024273953340871 |
|        2470 | 0.5083557724918515 |
|        2105 |  0.372406016100533 |
|        2498 | 0.3009992431675541 |
|        2468 |    0.2519805751751 |
|        2302 | 0.2191306925404209 |
|        2045 |                  0 |
|        2432 |               NULL |
|        2455 |               NULL |
|        2312 |               NULL |
|        2460 |               NULL |
|        1799 |               NULL |
|        2430 |               NULL |
|        2034 |               NULL |
|        2431 |               NULL |
|        1909 |               NULL |
+-------------+--------------------+
